cde_cds_code,cde_school_cde,cde_districtname,cde_school_address,cde_closed_school,lausd_local_district,charterorother,survey_status,charterschool,cde_mingrade,cde_maxgrade,schoolenrollment,cde_englishlearnersschool,cde_freereducedmealsschool,cde_aioran_pct,cde_asian_pct,cde_pi_pct,cde_filipino_pct,cde_latino_pct,cde_afamnh_pct,cde_whitenh_pct,cde_twoormore_pct,cde_nonerprt_pct,cde_dance_course_count,cde_music_course_count,cde_drama_course_count,cde_visual_arts_course_count,cde_media_arts_course_count,cde_estimatedfte_sum_dance,cde_estimatedfte_sum_music,cde_estimatedfte_sum_drama,cde_estimatedfte_sum_visualarts,cde_estimatedfte_sum_mediaarts,cde_9th_grade_dance_enrollment,cde_10th_grade_dance_enrollment,cde_11th_grade_dance_enrollment,cde_12th_grade_dance_enrollment,cde_9th_grade_music_enrollment,cde_10th_grade_music_enrollment,cde_11th_grade_music_enrollment,cde_12th_grade_music_enrollment,cde_9th_grade_drama_enrollment,cde_10th_grade_drama_enrollment,cde_11th_grade_drama_enrollment,cde_12th_grade_drama_enrollment,cde_9th_grade_visual_arts_enrollment,cde_10th_grade_visual_arts_enrollment,cde_11th_grade_visual_arts_enrollment,cde_12th_grade_visual_arts_enrollment,cde_9th_grade_media_arts_enrollment,cde_10th_grade_media_arts_enrollment,cde_11th_grade_media_arts_enrollment,cde_12th_grade_media_arts_enrollment,cde_9th_grade_dance_courses,cde_10th_grade_dance_courses,cde_11th_grade_dance_courses,cde_12th_grade_dance_courses,cde_9th_grade_music_courses,cde_10th_grade_music_courses,cde_11th_grade_music_courses,cde_12th_grade_music_courses,cde_9th_grade_drama_courses,cde_10th_grade_drama_courses,cde_11th_grade_drama_courses,cde_12th_grade_drama_courses,cde_9th_grade_visual_arts_courses,cde_10th_grade_visual_arts_courses,cde_11th_grade_visual_arts_courses,cde_12th_grade_visual_arts_courses,cde_9th_grade_media_arts_courses,cde_10th_grade_media_arts_courses,cde_11th_grade_media_arts_courses,cde_12th_grade_media_arts_courses,elementary,es_prektk,es_kinder,es_1st,es_2nd,es_3rd,es_4th,es_5th,es_6th,es_7th,es_8th,es_dance,esd_prektk,esd_kinder,esd_1st,esd_2nd,esd_3rd,esd_4th,esd_5th,esd_6th,esd_7th,esd_8th,esd_prektk_students,esd_kinder_students,esd_1st_students,esd_2nd_students,esd_3rd_students,esd_4th_students,esd_5th_students,esd_6th_students,esd_7th_students,esd_8th_students,esd_fte_rec,esd_teachingartist_specify,es_music,esm_prektk,esm_kinder,esm_1st,esm_2nd,esm_3rd,esm_4th,esm_5th,esm_6th,esm_7th,esm_8th,esm_prektk_students,esm_kinder_students,esm_1st_students,esm_2nd_students,esm_3rd_students,esm_4th_students,esm_5th_students,esm_6th_students,esm_7th_students,esm_8th_students,esm_fte_rec,esm_teachingartist_specify,es_theater,est_prektk,est_kinder,est_1st,est_2nd,est_3rd,est_4th,est_5th,est_6th,est_7th,est_8th,est_prektk_students,est_kinder_students,est_1st_students,est_2nd_students,est_3rd_students,est_4th_students,est_5th_students,est_6th_students,est_7th_students,est_8th_students,est_fte_rec,est_teachingartist_specify,es_visualarts,esva_prektk,esva_kinder,esva_1st,esva_2nd,esva_3rd,esva_4th,esva_5th,esva_6th,esva_7th,esva_8th,esva_prektk_students,esva_kinder_students,esva_1st_students,esva_2nd_students,esva_3rd_students,esva_4th_students,esva_5th_students,esva_6th_students,esva_7th_students,esva_8th_students,esva_fte_rec,esva_teachingartist_specify,es_mediaarts,esma_prektk,esma_kinder,esma_1st,esma_2nd,esma_3rd,esma_4th,esma_5th,esma_6th,esma_7th,esma_8th,esma_prektk_students,esma_kinder_students,esma_1st_students,esma_2nd_students,esma_3rd_students,esma_4th_students,esma_5th_students,esma_6th_students,esma_7th_students,esma_8th_students,esma_fte_rec,esma_teachingartist_specify,esas_dance,esas_music,esas_theater,esas_visualarts,esas_mediaarts,estypeartscurric,es_organization,secondary,ss_9th,ss_10th,ss_11th,ss_12th,ss_dance,ssd_teachingartist_specify,ss_music,ssm_teachingartist_specify,ss_theater,sst_teachingartist_specify,ss_visualarts,ssva_teachingartist_specify,ss_mediaarts,ssma_teachingartist_specify,ssas_dance,ssas_music,ssas_theater,ssas_visualarts,ssas_mediaarts,ss_organization,datayear
19101990122036,McNair Camp,,"5300 West Avenue l, Lancaster, CA, 93536",,,Los Angeles County Office of Education,Participated,FALSE,7,12,39,23.07692308,53.84615385,0,2.564102564,0,0,53.84615385,35.8974359,7.692307692,0,0,0,0,0,2,0,0,0,0,0.0094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,TRUE,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,Not applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,Not applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,Not applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,Not applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,TRUE,TRUE,TRUE,TRUE,TRUE,No,,No,,Yes,Yes (unnamed),Yes,Yes (unnamed),Yes,Yes (unnamed),No,No,No,No,No,,2016-17
19101990132605,Valiente College Preparatory Charter,,"8691 California Avenue, South Gate, CA, 90280-3003",,,Los Angeles County Office of Education,Participated,TRUE,4,8,130,26.15384615,96.15384615,0,0,0,0,90.76923077,0,0,0,9.230769231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,No,No,No,No,No,Yes,Yes,Yes,No,No,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,Yes,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Yes,Yes,Yes,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Some,Some,Some,Not applicable - Grade not present,Not applicable - Grade not present,0,Yes (unnamed),No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,No,No,I do not know,I do not know,Integrated,,FALSE,,,,,Not applicable,,Not applicable,,Not applicable,,Not applicable,,Not applicable,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,2016-17
19101990134346,Intellectual Virtues Academy,,"3601 Linden Avenue, Long Beach, CA, 90807-4001",,,Los Angeles County Office of Education,Participated,TRUE,9,12,61,18.03278689,39.3442623,0,1.639344262,0,3.278688525,49.18032787,31.14754098,14.75409836,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,Not applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,Not applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,Not applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,Not applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,TRUE,TRUE,TRUE,TRUE,TRUE,No,,No,,No,,No,,No,,No,Yes,Yes,No,Yes,,2016-17
19101990137679,Magnolia Science Academy 5,,"18230 Kittridge Street, Reseda, CA, 91335-6121",,,Magnolia Public Schools,Participated,TRUE,6,9,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,No,No,No,No,No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,Yes,No,No,Yes,No,Integrated,,TRUE,TRUE,,,,No,,No,,No,,No,,No,,No,No,No,No,No,,2016-17
19101991933399,L.A. County High School for the Arts,,"5151 State University Drive, Los Angeles, CA, 90032-4221",,,Los Angeles County Office of Education,PARTICIPATED,FALSE,9,12,550,2.181818182,11.09090909,0.181818182,10.90909091,0,2.363636364,26.36363636,8.545454545,33.09090909,10,8.545454545,16,38,37,49,0,1.4208,0.0244,0.9737,1.2253,0,95,95,95,95,188,131,139,193,98,180,212,107,248,189,182,209,0,0,0,0,5,5,5,4,23,30,30,32,7,13,16,10,15,22,31,26,0,0,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,Yes,"Hai Cohen, Fiona Eddy, Sarah Marshall, Robyn Gardenhire, Wendy Lawson, Cindy Ricalde, Elia Asha DiNingrat, Alexa Kershner, Yuka Fukuda",Yes,"Chase Kroesche, Danielle Ondarza, Thomas Sharp, Fung Ho, Francisco Castillo, Kenny Dennis, Fernandez Charles, Susan Larson, Lydia Wu, Alexander Blake, Lawrence Berkowitz, Nina Serova, Helen Goode-Castro, Edwin Livingston, Bryan Lipps, Daniel Rotem, Aleta Braxton, Patricia Blodgett, Nelly Ghazarian, Alan Mautner",Yes,"Brit Middleton, Suzie Tanner, Sandi McCree, Patricia Tripp, Elizabeth Dennehy, Fidel Gomez, Justine Hartley, Alex Robert Holmes, Correy Dorris, Elisa Surmont, Chris Fairbanks, Nick Mizrahi, Tuffett Schmelzle, Allison Andreas, Devon Armstrong, Jeremy Guskin, Alison Andreas, Cassandra Nickols, Erica Robson",Yes,"Wendy Markowitz, Susan Mogul, Yoriko Murakami, Josh Callaghan, Brian Cooper, Michael Dopp, Alejandro Gehry, Nancy Kintisch, Bert Wood, Ismael De Anda, Peggy Noland, Marianne Sadowski, David Sotelo, Diana Madriaga, Atilio Pernisco, Elyse Pastel, Lizabeth Young, Barry Markowitz ",Yes,"Grant Babbitt, Stephen Gibler, Greg Grano, Kevin Dekimpe, Farial Khan, Darren Dalton, Saila Reyes, Chaz Hall, Grace Hanna",Yes,Yes,Yes,Yes,Yes,"LA Opera, LA Phil, Center Theatre Group, David & Goliath, Los Angeles Contemporary Exhibitions, Music Center, The Getty, MOCA, Red Studios",2018-19
19101991995869,International Polytechnic High,,"3801 West Temple Avenue, Building 128-16, Pomona, CA, 91768-2557",,,Los Angeles County Office of Education,Participated,FALSE,9,12,547,2.193784278,29.43327239,0,9.140767824,0,11.3345521,61.42595978,2.742230347,8.409506399,3.473491773,3.473491773,0,0,10,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,88,134,76,58,0,0,5,3,0,0,30,0,0,0,0,0,0,0,0,0,4,10,6,6,0,0,2,2,0,0,2,0,FALSE,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,Not applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,Not applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,Not applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,Not applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,TRUE,TRUE,TRUE,TRUE,TRUE,No,,No,,No,,Yes,,Yes,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,2016-17
19101991996214,Renaissance County Community,,"14600 Cerise Avenue, Hawthorne, CA, 90250-8526",,,Los Angeles County Office of Education,Participated,FALSE,7,12,229,23.91304348,43.04347826,0.436681223,0,1.310043668,0.873362445,76.41921397,19.2139738,1.746724891,0,0,0,2,0,25,0,0,0,0,0.4599,0,0,0,0,0,0,0,1,3,0,0,0,0,7,7,20,20,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,4,6,10,14,0,0,0,0,TRUE,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,Not applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,Not applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,Not applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,Not applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,TRUE,TRUE,TRUE,TRUE,TRUE,No,,Yes,"artworxLA, Theatre of Hearts, New Earth",Yes,Theatre of Hearts,Yes,artworxLA,Yes,,No,No,No,No,No,,2016-17
19101996119945,Magnolia Science Academy,,"18238 Sherman Way, Reseda, CA, 91335-4550",,,Magnolia Public Schools,Participated,TRUE,6,12,543,14.73296501,88.76611418,0,3.49907919,0,1.473296501,87.6611418,0,6.629834254,0.73664825,0,0,0,0,6,1,0,0,0,1.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,1,TRUE,No,No,No,No,No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,Yes,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Yes,Yes,Yes,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Some,Some,Some,1.5,,Yes,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,No,No,No,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable,Not applicable,Not applicable,1.5,,No,No,No,Yes,No,Integrated,"LACMA, MOCA, Wallis Annenberg Center for the Performing Arts",TRUE,TRUE,TRUE,TRUE,TRUE,No,,No,,No,,Yes,,Yes,,No,No,No,Yes,No,"LACMA, MOCA, Wallis Annenberg Center for the Performing Arts",2016-17
19642121931880,Whitney (Gretchen) High,ABC Unified,"16800 Shoemaker Avenue, Cerritos, CA, 90703-1244",,,,PARTICIPATED,FALSE,7,12,1008,0,22.91666667,0.396825397,59.02777778,0.396825397,16.86507937,15.27777778,1.686507937,3.968253968,2.281746032,0.099206349,0,5,3,8,5,0,1,0.3333,1.4334,0.9,0,0,0,0,26,32,37,20,0,0,2,19,0,7,54,85,5,9,28,42,0,0,0,0,2,3,3,3,0,0,1,3,0,2,8,8,1,3,3,4,TRUE,,,,,,,,,Yes,Yes,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,Yes,,,,,,,,,Yes,Yes,,,,,,,,,All,All,1,,Yes,,,,,,,,,Yes,Yes,,,,,,,,,All,Some,1,,Yes,,,,,,,,,Yes,Yes,,,,,,,,,All,All,1,,Yes,,,,,,,,,Not applicable - Media Arts not taught to this grade,Not applicable - Media Arts not taught to this grade,,,,,,,,,None,None,1,,No,No,Yes,No,No,Discrete,"Cerritos Center for the Performing Arts, The Getty",TRUE,TRUE,TRUE,TRUE,TRUE,No,,Yes,,Yes,,Yes,,Yes,,No,No,Yes,No,No,"Cerritos Center for the Performing Arts Center, The Getty",2018-19
19642121933159,Gahr (Richard) High,ABC Unified,"11111 Artesia Boulevard, Cerritos, CA, 90703-2533",,,,PARTICIPATED,FALSE,9,12,1955,10.33248082,53.45268542,0.409207161,13.81074169,0.920716113,13.45268542,47.72378517,14.37340153,7.877237852,1.176470588,0.255754476,0,5,7,20,8,0,1,1,4,2,0,0,0,0,77,52,52,55,12,11,55,111,72,57,164,339,11,32,50,100,0,0,0,0,5,5,5,5,2,3,6,7,11,12,13,19,4,4,6,6,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,No,,Yes,,Yes,,Yes,,Yes,,I don't know,Yes,Yes,No,No,"LACMA, Peterson Automotive Museum, MOCA, Bowers Museum, The Getty",2018-19
19642126010920,Hawaiian Elementary,ABC Unified,"12350 East 226th Street, Hawaiian Gardens, CA, 90716-1721",,,,Participated,FALSE,K,6,368,65.2173913,95.92391304,1.086956522,1.086956522,0.27173913,0,91.0326087,0,1.358695652,0,5.163043478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,Yes,Not applicable - Grade not present,No,No,No,No,Yes,Yes,Yes,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable,Not applicable,Not applicable,Not applicable,Some,Some,Some,Not applicable - Grade not present,Not applicable - Grade not present,0.5,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,No,No,No,No,,Cerritos Center for the Performing Arts,FALSE,,,,,Not applicable,,Not applicable,,Not applicable,,Not applicable,,Not applicable,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,2016-17
19642126010938,Kennedy (John F.) Elementary,ABC Unified,"17500 Belshire Avenue, Artesia, CA, 90701-4352",,,,PARTICIPATED,FALSE,K,6,470,21.4893617,52.34042553,0.425531915,13.19148936,0.638297872,13.61702128,47.23404255,12.12765957,8.29787234,3.617021277,0.85106383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,Yes,No,Yes,Yes,No,Integrated,Cerritos Center for the Performing Arts,FALSE,,,,,,,,,,,,,,,,,,,,,2018-19
19642126010987,Elliott (William F) Elementary,ABC Unified,"18415 Cortner Avenue, Artesia, CA, 90703-8402",,,,PARTICIPATED,FALSE,K,6,539,22.67657993,49.07063197,0,24.48979592,1.113172542,12.0593692,33.2096475,8.905380334,14.84230056,4.638218924,0.742115028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,All,All,All,All,All,All,All,,,1,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,No,No,Yes,No,Integrated,,FALSE,,,,,,,,,,,,,,,,,,,,,2018-19
19642126057459,Tetzlaff (Martin B.) Middle,ABC Unified,"12351 East Del Amo Boulevard, Cerritos, CA, 90703-7635",,,,PARTICIPATED,FALSE,7,8,637,8.320251177,42.0722135,0,18.21036107,0.627943485,18.83830455,39.08948195,11.30298273,8.63422292,2.982731554,0.313971743,0,3,1,1,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,Yes,Yes,Yes,,,,,,,,,Yes,Yes,,,,,,,,,All,All,0,Quest Dance,Yes,,,,,,,,,Yes,Yes,,,,,,,,,All,All,1,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,Yes,,,,,,,,,Yes,Yes,,,,,,,,,All,All,1,,Yes,,,,,,,,,Yes,Yes,,,,,,,,,All,All,1,,No,Yes,Yes,No,No,Discrete,"Cal State Long Beach, City of Norwalk, KTLA",FALSE,,,,,,,,,,,,,,,,,,,,,2018-19
19642126061220,Haskell (Pliny Fisk) Middle,ABC Unified,"11525 Del Amo Boulevard, Cerritos, CA, 90703-7404",,,,Participated,FALSE,7,8,543,17.49539595,63.35174954,0.368324125,11.41804788,1.841620626,11.04972376,52.11786372,11.78637201,7.550644567,3.314917127,0.552486188,0,4,3,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,No,No,No,No,No,No,No,No,Yes,Yes,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,Yes,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Yes,Yes,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Some,Some,1,,Yes,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Yes,Yes,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Some,Some,0,,Yes,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Yes,Yes,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Some,Some,1,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,No,No,No,No,Discrete,The Getty,FALSE,,,,,Not applicable,,Not applicable,,Not applicable,,Not applicable,,Not applicable,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,2016-17
